Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Phobia Flying,Phobia Storm,Phobia Darkness,Phobia Heights,Phobia Spiders,Phobia Snakes,Phobia Rats,Phobia Aging,Phobia Dangerous dogs,Phobia public speaking,Smoking,Alcohol,Healthy lifestyle,I take notice of what goes on around me,I try to do tasks as soon as possible and not leave them until last minute,I always make a list so I don't forget anything,I often study or work even in my spare time,I look at things from all different angles before I go ahead,I believe that bad people will suffer one day and good people will be rewarded,I am reliable at work and always complete all tasks given to me,I always keep my promises,I can fall for someone very quickly and then completely lose interest,I would rather have lots of friends than lots of money,I always try to be the funniest one,I can be two faced sometimes,I have damaged things in the past when angry,I take my time to make decisions,I always try to vote in elections,I often think about and regret the decisions I make,I can tell if people listen to me or not when I talk to them,I am a hypochondriac,I am emphatetic person,I eat because I have to. I don't enjoy food and eat as fast as I can,I try to give as much as I can to other people at Christmas,I don't like seeing animals suffer,I look after things I have borrowed from others,I feel lonely in life,I used to cheat at school,I worry about my health,I wish I could change the past because of the things I have done,I believe in God,I always have good dreams,I always give to charity,I have lots of friends,Punctuality categorical,Do you lie to others categorical,I am very patient,I can quickly adapt to a new environment,My moods change quickly,I am well mannered and I look after my appearance,I enjoy meeting new people,I always let other people know about my achievements,I think carefully before answering any important letters,I enjoy childrens company,I am not afraid to give my opinion if I feel strongly about something,I can get angry very easily,I always make sure I connect with the right people,I have to be well prepared before public speaking,I will find a fault in myself if people don't like me,I cry when I feel down or things don't go the right way,I am completely happy with my life,I am always full of life and energy,"I prefer big dangerous dogs to smaller, calmer dogs",I believe all my personality traits are positive,If I find something the doesn't belong to me I will hand it in,I find it very difficult to get up in the morning,I have many different hobbies and interests,I always listen to my parents advice,I enjoy taking part in surveys,How much time do you spend online categorical,I save all the money I can,I enjoy going to large shopping centres,I prefer branded clothing to non branded,I spend a lot of money on partying and socializing,I spend a lot of money on my appearance,I spend a lot of money on gadgets,"I will hapilly pay more money for good, quality or healthy food",Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
5.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,1,1.0,1.0,2.0,2.0,tried smoking,social drinker,3.0,5.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,1,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3,3.0,3,i am often running late,sometimes,2.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,most of the day,3.0,2.0,4.0,4.0,2.0,5,5.0,22.0,190.0,80.0,1.0,male,right handed,college/bachelor degree,no,city,block of flats
5.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,3,3.0,3.0,3.0,4.0,current smoker,drink a lot,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,1,1.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5,2.0,2,i am often running late,sometimes,3.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,most of the day,2.0,2.0,2.0,2.0,2.0,2,2.0,28.0,178.0,65.0,1.0,female,left handed,masters degree,no,city,block of flats
5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,5,3.0,4.0,5.0,3.0,tried smoking,social drinker,5.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,1,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4,1.0,3,i am often running late,only to avoid hurting someone,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,less than an hour a day,3.0,4.0,3.0,4.0,4.0,3,5.0,21.0,185.0,80.0,1.0,male,right handed,secondary school,no,city,block of flats
5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,5.0,3.0,1,1.0,3.0,5.0,2.0,never smoked,never,1.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,3.0,1,3.0,5.0,5.0,,3.0,3.0,5.0,5.0,4,1.0,3,i am often running late,everytime it suits me,5.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,few hours a day,2.0,5.0,1.0,3.0,1.0,1,2.0,21.0,189.0,85.0,2.0,male,right handed,college/bachelor degree,no,village,block of flats
5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0,3,1.0,1.0,2.0,2.0,former smoker,drink a lot,2.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,5,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,3,1.0,4,i am always on time,sometimes,2.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0,few hours a day,2.0,3.0,2.0,5.0,4.0,2,1.0,17.0,165.0,65.0,3.0,female,right handed,primary school,no,city,block of flats
5.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,5,4.0,2.0,5.0,3.0,tried smoking,social drinker,3.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,1,4.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,4,1.0,3,i am always on time,only to avoid hurting someone,2.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,2.0,less than an hour a day,2.0,4.0,4.0,3.0,4.0,2,3.0,21.0,170.0,52.0,1.0,female,right handed,secondary school,yes,city,block of flats
5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,1.0,5.0,1,1.0,2.0,1.0,1.0,current smoker,social drinker,3.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,1.0,3.0,1,1.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4,3.0,4,i am always on time,only to avoid hurting someone,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,few hours a day,1.0,4.0,5.0,5.0,4.0,5,5.0,17.0,173.0,66.0,1.0,female,right handed,primary school,no,village,block of flats
5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1,1.0,3.0,4.0,2.0,never smoked,drink a lot,2.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,2,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,3,2.0,3,i am often running late,sometimes,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,few hours a day,2.0,4.0,2.0,4.0,3.0,4,4.0,28.0,182.0,88.0,1.0,male,right handed,masters degree,no,city,block of flats
4.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,5.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,4,2.0,3.0,3.0,3.0,current smoker,social drinker,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,5.0,1,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4,2.0,3,i am often early,sometimes,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,few hours a day,4.0,4.0,4.0,1.0,3.0,5,4.0,20.0,160.0,55.0,1.0,female,right handed,college/bachelor degree,no,city,block of flats
5.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,1.0,5,5.0,3.0,3.0,2.0,tried smoking,never,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,3.0,,4.0,3.0,5.0,3.0,5.0,1,1.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4,3.0,3,i am always on time,sometimes,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,few hours a day,3.0,4.0,4.0,3.0,5.0,5,4.0,19.0,170.0,65.0,0.0,female,right handed,secondary school,yes,city,block of flats
5.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,1,1.0,1.0,2.0,2.0,tried smoking,social drinker,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,1,3.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,3,3.0,3,i am often early,sometimes,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,less than an hour a day,4.0,1.0,1.0,2.0,2.0,1,3.0,21.0,172.0,52.0,1.0,female,right handed,secondary school,no,city,block of flats
5.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3,2.0,5.0,5.0,1.0,current smoker,never,4.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,1,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,3,1.0,4,i am often running late,sometimes,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,few hours a day,2.0,2.0,4.0,4.0,4.0,2,5.0,23.0,189.0,87.0,1.0,male,right handed,college/bachelor degree,no,city,block of flats
5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,1,1.0,1.0,3.0,5.0,current smoker,drink a lot,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,1,1.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,3,1.0,2,i am often early,everytime it suits me,2.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,2.0,2.0,most of the day,1.0,2.0,1.0,2.0,1.0,1,1.0,17.0,168.0,67.0,1.0,male,right handed,primary school,yes,village,house/bungalow
5.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,4.0,current smoker,drink a lot,2.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,2,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3,3.0,3,i am always on time,only to avoid hurting someone,3.0,3.0,3.0,3.0,3.0,2.0,,4.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,few hours a day,4.0,3.0,5.0,,5.0,4,5.0,20.0,179.0,60.0,0.0,male,right handed,primary school,,city,block of flats
5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,4,4.0,3.0,4.0,5.0,tried smoking,social drinker,3.0,5.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,4,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,5,3.0,2,i am always on time,never,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,less than an hour a day,3.0,4.0,3.0,2.0,3.0,3,4.0,19.0,178.0,68.0,1.0,male,right handed,secondary school,no,city,block of flats
4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,4.0,3,2.0,5.0,3.0,4.0,never smoked,never,3.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,3,3.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,2,1.0,4,i am often early,only to avoid hurting someone,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,few hours a day,5.0,3.0,2.0,2.0,2.0,5,4.0,19.0,170.0,80.0,1.0,male,left handed,secondary school,no,city,block of flats
5.0,4.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2,2.0,3.0,3.0,3.0,never smoked,drink a lot,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,3.0,1,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3,3.0,4,i am often running late,sometimes,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,few hours a day,2.0,3.0,4.0,4.0,3.0,3,3.0,19.0,184.0,84.0,1.0,male,right handed,secondary school,no,city,block of flats
5.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,3,1.0,1.0,3.0,2.0,current smoker,social drinker,3.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,5.0,1,5.0,4.0,4.0,4.0,5.0,2.0,1.0,5.0,3,3.0,4,i am often running late,sometimes,2.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,most of the day,3.0,4.0,2.0,4.0,2.0,2,4.0,18.0,171.0,54.0,0.0,female,right handed,secondary school,yes,city,block of flats
5.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,5,4.0,2.0,5.0,2.0,tried smoking,social drinker,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1,3.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,3,2.0,5,i am often running late,sometimes,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,few hours a day,3.0,3.0,3.0,3.0,3.0,2,2.0,19.0,164.0,55.0,1.0,female,right handed,secondary school,no,village,block of flats
4.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2,2.0,1.0,2.0,1.0,former smoker,drink a lot,1.0,,1.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,,1.0,4.0,2,1.0,5.0,4.0,2.0,5.0,1.0,1.0,5.0,3,1.0,5,i am often running late,everytime it suits me,3.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,few hours a day,5.0,3.0,1.0,1.0,1.0,1,3.0,22.0,182.0,71.0,1.0,male,right handed,secondary school,no,village,house/bungalow
5.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,,2.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4,4.0,4.0,2.0,2.0,former smoker,social drinker,3.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,3,5.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3,2.0,3,i am often early,sometimes,2.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,few hours a day,3.0,4.0,3.0,4.0,2.0,2,3.0,21.0,168.0,60.0,1.0,female,right handed,secondary school,no,city,block of flats
